Metaprotein,mp_id,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,UniRef50,KEGG-Number
"MDHC_CANAL Malate dehydrogenase, cytoplasmic OS=Candida albicans (strain SC5314 / ATCC MYA-2876) GN=MDH1 PE=1 SV=2",1435,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,unassigned,Candida,Candida albicans,UniRef50_P83778,K00026|
"MDHM_CITLA Malate dehydrogenase, mitochondrial OS=Citrullus lanatus GN=MMDH PE=1 SV=1",1436,Eukaryota,Viridiplantae,Streptophyta,unassigned,Cucurbitales,Cucurbitaceae,Citrullus,Citrullus lanatus,UniRef50_Q9LKA3,|
"MDHM_SCHPO Malate dehydrogenase, mitochondrial OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=MDH1 PE=3 SV=1",1437,Eukaryota,Fungi,Ascomycota,Schizosaccharomycetes,Schizosaccharomycetales,Schizosaccharomycetaceae,Schizosaccharomyces,Schizosaccharomyces pombe,UniRef50_Q9Y7R8,K00026|
"MDHM_YEAST Malate dehydrogenase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MDH1 PE=1 SV=2",1438,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae,UniRef50_P17505,K00026|
"MDHP_ARATH Malate dehydrogenase, chloroplastic OS=Arabidopsis thaliana GN=At3g47520 PE=1 SV=1",1439,Eukaryota,Viridiplantae,Streptophyta,unassigned,Brassicales,Brassicaceae,Arabidopsis,Arabidopsis thaliana,UniRef50_Q9ZP06,K00026|
MDL2_PRUDU (R)-mandelonitrile lyase 2 OS=Prunus dulcis GN=MDL2 PE=1 SV=1,1440,Eukaryota,Viridiplantae,Streptophyta,unassigned,Rosales,Rosaceae,Prunus,unassigned,UniRef50_Q945K2,|
MDTB_DICDC Multidrug resistance protein MdtB OS=Dickeya dadantii (strain Ech703) GN=mdtB PE=3 SV=1,1441,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Dickeya,Dickeya dadantii,UniRef50_Q8X7J4,K07788|
MECA_LYSSC Adapter protein MecA OS=Lysinibacillus sphaericus (strain C3-41) GN=mecA PE=3 SV=1,1442,Bacteria,unassigned,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus sphaericus,UniRef50_B1HNX3,K16511|
MED6_DICDI Putative mediator of RNA polymerase II transcription subunit 6 OS=Dictyostelium discoideum GN=med6 PE=3 SV=1,1443,Eukaryota,unassigned,unassigned,unassigned,Dictyosteliida,unassigned,Dictyostelium,Dictyostelium discoideum,UniRef50_Q54PN3,K15128|
MENE_BACSU 2-succinylbenzoate--CoA ligase OS=Bacillus subtilis (strain 168) GN=menE PE=1 SV=2,1444,Bacteria,unassigned,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis subsp. subtilis str. 168,UniRef50_P23971,K01911|
MEP1A_HUMAN Meprin A subunit alpha OS=Homo sapiens GN=MEP1A PE=1 SV=2,1445,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P28825,K01395|
MEP1B_RAT Meprin A subunit beta OS=Rattus norvegicus GN=Mep1b PE=1 SV=3,1446,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_Q16820,K08606|
"MER_METTH 5,10-methylenetetrahydromethanopterin reductase OS=Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) GN=mer PE=1 SV=1",1447,Archaea,unassigned,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanothermobacter,unassigned,UniRef50_Q50744,K00320|
METE_ALKEH 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase OS=Alkalilimnicola ehrlichii (strain ATCC BAA-1101 / DSM 17681 / MLHE-1) GN=metE PE=3 SV=1,1448,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,unassigned,unassigned,unassigned,unassigned,UniRef50_P45331,K00549|
METE_CROS8 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase OS=Cronobacter sakazakii (strain ATCC BAA-894) GN=metE PE=3 SV=1,1449,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,unassigned,unassigned,UniRef50_Q8EIM0,K00549|
METE_RHOPT 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase OS=Rhodopseudomonas palustris (strain TIE-1) GN=metE PE=3 SV=1,1450,Bacteria,unassigned,Proteobacteria,Alphaproteobacteria,Rhizobiales,unassigned,unassigned,unassigned,UniRef50_Q9UT19,K00549|
METE_THIDA 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase OS=Thiobacillus denitrificans (strain ATCC 25259) GN=metE PE=3 SV=1,1451,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_O50008,|K00549|
METK_CYAP7 S-adenosylmethionine synthase OS=Cyanothece sp. (strain PCC 7424) GN=metK PE=3 SV=1,1452,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_A0QWT3,K00789|
METK_ECO27 S-adenosylmethionine synthase OS=Escherichia coli O127:H6 (strain E2348/69 / EPEC) GN=metK PE=3 SV=1,1453,Eukaryota,Viridiplantae,Streptophyta,unassigned,Malpighiales,Salicaceae,Populus,Populus trichocarpa,UniRef50_P23686,K00789|
METK_LEIXX S-adenosylmethionine synthase OS=Leifsonia xyli subsp. xyli (strain CTCB07) GN=metK PE=3 SV=1,1454,Bacteria,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P54419,K00789|
METK_MYCS5 S-adenosylmethionine synthase OS=Mycoplasma synoviae (strain 53) GN=metK PE=3 SV=1,1455,Bacteria,unassigned,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma synoviae,UniRef50_Q4A5F4,K00789|
METK_STRPD S-adenosylmethionine synthase OS=Streptococcus pyogenes serotype M2 (strain MGAS10270) GN=metK PE=3 SV=1,1456,Bacteria,unassigned,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pyogenes,UniRef50_Q7WQX8,K00789|
METK_SYNP2 S-adenosylmethionine synthase OS=Synechococcus sp. (strain ATCC 27264 / PCC 7002 / PR-6) GN=metK PE=3 SV=1,1457,Bacteria,unassigned,Cyanobacteria,unassigned,Chroococcales,unassigned,Synechococcus,Synechococcus sp. PCC 7002,UniRef50_Q9L0Y3,K00789|
METQ_SALTY D-methionine-binding lipoprotein MetQ OS=Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720) GN=metQ PE=3 SV=1,1458,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,unassigned,unassigned,UniRef50_P28635,K02073|
METQ_YERPE D-methionine-binding lipoprotein MetQ OS=Yersinia pestis GN=metQ PE=3 SV=1,1459,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Yersinia,Yersinia pestis,UniRef50_Q8ZH40,K02073|
MFGM_BOVIN Lactadherin OS=Bos taurus GN=MFGE8 PE=1 SV=2,1460,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,Bovidae,Bos,Bos taurus,UniRef50_Q95114,K17253|
"MGA_HUMAN Maltase-glucoamylase, intestinal OS=Homo sapiens GN=MGAM PE=1 SV=5",1461,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_O43451,K12047|
ITB2_HUMAN Integrin beta-2 OS=Homo sapiens GN=ITGB2 PE=1 SV=2,1462,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_P05107,K06464|
MGLA1_PHOPR Galactose/methyl galactoside import ATP-binding protein MglA 1 OS=Photobacterium profundum (strain SS9) GN=mglA1 PE=3 SV=1,1463,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium profundum,UniRef50_Q896Y2,K17215|
MGP_BACFN 4-O-beta-D-mannosyl-D-glucose phosphorylase OS=Bacteroides fragilis (strain ATCC 25285 / DSM 2151 / JCM 11019 / NCTC 9343) GN=BF0772 PE=1 SV=1,1464,Bacteria,unassigned,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,UniRef50_E6UIS7,K16212|
MGSA_ALKMQ Methylglyoxal synthase OS=Alkaliphilus metalliredigens (strain QYMF) GN=mgsA PE=3 SV=1,1465,Bacteria,unassigned,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Alkaliphilus,Alkaliphilus metalliredigens,UniRef50_P42980,K01734|
MGSA_VIBF1 Methylglyoxal synthase OS=Vibrio fischeri (strain ATCC 700601 / ES114) GN=mgsA PE=3 SV=1,1466,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Aliivibrio,Aliivibrio fischeri,UniRef50_Q65UB4,K01734|
MGST3_BOVIN Microsomal glutathione S-transferase 3 OS=Bos taurus GN=MGST3 PE=2 SV=1,1467,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,Bovidae,Bos,Bos taurus,UniRef50_Q3T100,K00799|
MHCKB_DICDI Myosin heavy chain kinase B OS=Dictyostelium discoideum GN=mhkB PE=2 SV=1,1468,Eukaryota,unassigned,unassigned,unassigned,Dictyosteliida,unassigned,Dictyostelium,Dictyostelium discoideum,UniRef50_P90648,|
MHPC_BURXL 2-hydroxy-6-oxononadienedioate/2-hydroxy-6-oxononatrienedioate hydrolase OS=Burkholderia xenovorans (strain LB400) GN=mhpC PE=3 SV=1,1469,Bacteria,unassigned,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,unassigned,UniRef50_P47229,K05714|
MIAA_NEIM0 tRNA dimethylallyltransferase OS=Neisseria meningitidis serogroup C (strain 053442) GN=miaA PE=3 SV=2,1470,Bacteria,unassigned,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,UniRef50_Q5NXR4,K00791|
MIAA_NOSS1 tRNA dimethylallyltransferase OS=Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) GN=miaA PE=3 SV=1,1471,Bacteria,unassigned,Cyanobacteria,unassigned,Nostocales,Nostocaceae,Nostoc,Nostoc sp. PCC 7120,UniRef50_B2IY45,K00791|
MIAB_CHLPM tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase OS=Chlorobium phaeovibrioides (strain DSM 265 / 1930) GN=miaB PE=3 SV=1,1472,Bacteria,unassigned,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,Chlorobium phaeovibrioides,UniRef50_Q3B6A6,K06168|
MIF_PIG Macrophage migration inhibitory factor OS=Sus scrofa GN=MIF PE=1 SV=3,1473,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P14174,K07253|
MIF_RAT Macrophage migration inhibitory factor OS=Rattus norvegicus GN=Mif PE=1 SV=4,1474,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Rattus,Rattus norvegicus,UniRef50_P30904,K07253|
MIME_COTJA Mimecan OS=Coturnix coturnix japonica GN=OGN PE=2 SV=1,1475,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,unassigned,unassigned,UniRef50_Q9W6H0,K08126|
MIND_SHIFL Septum site-determining protein MinD OS=Shigella flexneri GN=minD PE=3 SV=2,1476,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,unassigned,unassigned,UniRef50_P0AEZ5,K03609|
MINE_ECO45 Cell division topological specificity factor OS=Escherichia coli O45:K1 (strain S88 / ExPEC) GN=minE PE=3 SV=1,1477,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,unassigned,unassigned,UniRef50_Q6D4M0,K03608|
ML12A_PONAB Myosin regulatory light chain 12A OS=Pongo abelii GN=MYL12A PE=2 SV=3,1478,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P40423,K12757|
HV313_HUMAN Immunoglobulin heavy variable 3-13 OS=Homo sapiens GN=IGHV3-13 PE=1 SV=2,1479,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_P01766,|
"MLE1_CHICK Myosin light chain 1, skeletal muscle isoform OS=Gallus gallus PE=1 SV=3",1480,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Gallus,Gallus gallus,UniRef50_P02604,|
"MLE3_CHICK Myosin light chain 3, skeletal muscle isoform OS=Gallus gallus PE=1 SV=3",1481,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Gallus,Gallus gallus,UniRef50_P02605,K05738|
"MLRT_RABIT Myosin regulatory light chain 2, skeletal muscle isoform type 1 OS=Oryctolagus cuniculus PE=2 SV=2",1482,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_Q96A32,|
MLTF_COLP3 Membrane-bound lytic murein transglycosylase F OS=Colwellia psychrerythraea (strain 34H / ATCC BAA-681) GN=mltF PE=3 SV=2,1483,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,Colwellia psychrerythraea,UniRef50_Q47XX8,K18691|
LV208_HUMAN Immunoglobulin lambda variable 2-8 OS=Homo sapiens GN=IGLV2-8 PE=1 SV=2,1484,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_P01706,|
MMP9_HUMAN Matrix metalloproteinase-9 OS=Homo sapiens GN=MMP9 PE=1 SV=3,1485,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_P14780,K01403|
MMT1_HORVU Methionine S-methyltransferase OS=Hordeum vulgare GN=MMT1 PE=1 SV=1,1486,Eukaryota,Viridiplantae,Streptophyta,Liliopsida,Poales,Poaceae,Hordeum,Hordeum vulgare,UniRef50_Q9MBC2,|
MNME_RICFE tRNA modification GTPase MnmE OS=Rickettsia felis (strain ATCC VR-1525 / URRWXCal2) GN=mnmE PE=3 SV=1,1487,Bacteria,unassigned,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia felis,UniRef50_Q9ZCI1,K03650|
MNMG_PSEHT tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG OS=Pseudoalteromonas haloplanktis (strain TAC 125) GN=mnmG PE=3 SV=1,1488,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas haloplanktis,UniRef50_O66962,K03495|
MNTP_DESPS Putative manganese efflux pump MntP OS=Desulfotalea psychrophila (strain LSv54 / DSM 12343) GN=mntP PE=3 SV=1,1489,Bacteria,unassigned,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfotalea,Desulfotalea psychrophila,UniRef50_Q727E5,|
MOAD_ECOLI Molybdopterin synthase sulfur carrier subunit OS=Escherichia coli (strain K12) GN=moaD PE=1 SV=2,1490,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli,UniRef50_P30748,K03636|
MODC_PHOPR Molybdenum import ATP-binding protein ModC OS=Photobacterium profundum (strain SS9) GN=modC PE=3 SV=1,1491,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium profundum,UniRef50_P09833,K02017|
MOEH_CULQU Moesin/ezrin/radixin homolog 1 OS=Culex quinquefasciatus GN=Moe PE=3 SV=1,1492,Eukaryota,Metazoa,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,UniRef50_P26043,|
MOES_LYTVA Moesin OS=Lytechinus variegatus PE=3 SV=1,1493,Eukaryota,Metazoa,Echinodermata,Echinoidea,Temnopleuroida,Toxopneustidae,Lytechinus,Lytechinus variegatus,UniRef50_Q170J7,|
"MOSP_RUMA7 Beta-1,4-mannooligosaccharide phosphorylase OS=Ruminococcus albus (strain ATCC 27210 / DSM 20455 / JCM 14654 / NCDO 2250 / 7) GN=Rumal_0099 PE=1 SV=1",1494,Bacteria,unassigned,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus albus,UniRef50_E6UBR9,K18785|
"MPCP_BOVIN Phosphate carrier protein, mitochondrial OS=Bos taurus GN=SLC25A3 PE=1 SV=1",1495,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,unassigned,unassigned,unassigned,UniRef50_Q00325,K15102|
"MPCP_CHOFU Phosphate carrier protein, mitochondrial OS=Choristoneura fumiferana PE=2 SV=1",1496,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Tortricidae,Choristoneura,Choristoneura fumiferana,UniRef50_O61703,|
"MPCP3_ARATH Mitochondrial phosphate carrier protein 3, mitochondrial OS=Arabidopsis thaliana GN=MPT3 PE=1 SV=1",1497,Eukaryota,Viridiplantae,Streptophyta,unassigned,Brassicales,Brassicaceae,Arabidopsis,Arabidopsis thaliana,UniRef50_Q9FMU6,K15102|
MREB_ECOL6 Rod shape-determining protein MreB OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) GN=mreB PE=3 SV=1,1498,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli,UniRef50_P0A9X5,K03569|
"MRH4_DEBHA ATP-dependent RNA helicase MRH4, mitochondrial OS=Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / JCM 1990 / NBRC 0083 / IGC 2968) GN=MRH4 PE=3 SV=1",1499,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces hansenii,UniRef50_A5E5F7,K17678|
MRO2A_MOUSE Maestro heat-like repeat-containing protein family member 2A OS=Mus musculus GN=Mroh2a PE=1 SV=2,1500,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus,UniRef50_A6NES4,|
MSMK_STRMU Multiple sugar-binding transport ATP-binding protein MsmK OS=Streptococcus mutans serotype c (strain ATCC 700610 / UA159) GN=msmK PE=3 SV=1,1501,Bacteria,unassigned,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,UniRef50_Q1QTX6,K10112|
MSMX_BACSU Maltodextrin import ATP-binding protein MsmX OS=Bacillus subtilis (strain 168) GN=msmX PE=3 SV=1,1502,Bacteria,unassigned,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis subsp. subtilis str. 168,UniRef50_P94360,K10112|
MSRA_SACD2 Peptide methionine sulfoxide reductase MsrA OS=Saccharophagus degradans (strain 2-40 / ATCC 43961 / DSM 17024) GN=msrA PE=3 SV=1,1503,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Saccharophagus,Saccharophagus degradans,UniRef50_Q8NLL5,K07304|
MTD_METS3 F420-dependent methylenetetrahydromethanopterin dehydrogenase OS=Methanobrevibacter smithii (strain ATCC 35061 / DSM 861 / OCM 144 / PS) GN=mtd PE=3 SV=1,1504,Archaea,unassigned,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter smithii,UniRef50_P55300,K00319|
MTLD_ECO7I Mannitol-1-phosphate 5-dehydrogenase OS=Escherichia coli O7:K1 (strain IAI39 / ExPEC) GN=mtlD PE=3 SV=1,1505,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,unassigned,unassigned,UniRef50_Q8XDG9,K00009|
MTPN_BOVIN Myotrophin OS=Bos taurus GN=MTPN PE=1 SV=3,1506,Eukaryota,Metazoa,Chordata,Mammalia,unassigned,Bovidae,Bos,Bos taurus,UniRef50_P58546,|
MTRA2_METRM Tetrahydromethanopterin S-methyltransferase subunit A 2 OS=Methanobrevibacter ruminantium (strain ATCC 35063 / DSM 1093 / JCM 13430 / OCM 146 / M1) GN=mtrA2 PE=3 SV=1,1507,Archaea,unassigned,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobrevibacter,Methanobrevibacter ruminantium,UniRef50_D3E0P6,K00577|
PSCA_HUMAN Prostate stem cell antigen OS=Homo sapiens GN=PSCA PE=1 SV=1,1508,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_O43653,|
SPB4_HUMAN Serpin B4 OS=Homo sapiens GN=SERPINB4 PE=1 SV=2,1509,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_P48594,K13963|
PRSS8_HUMAN Prostasin OS=Homo sapiens GN=PRSS8 PE=1 SV=1,1510,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_Q16651,K08664|
MUC5B_HUMAN Mucin-5B OS=Homo sapiens GN=MUC5B PE=1 SV=3,1511,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_Q9HC84,K13908|
MUC2_MOUSE Mucin-2 (Fragments) OS=Mus musculus GN=Muc2 PE=1 SV=2,1512,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Mus,Mus musculus,UniRef50_Q80Z19,|
MUC2_RAT Mucin-2 (Fragment) OS=Rattus norvegicus GN=Muc2 PE=1 SV=1,1513,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Rattus,Rattus norvegicus,UniRef50_Q62635,|
MUC2L_RAT Intestinal mucin-like protein (Fragment) OS=Rattus norvegicus PE=2 SV=1,1514,Eukaryota,Metazoa,Chordata,Mammalia,Rodentia,Muridae,Rattus,Rattus norvegicus,UniRef50_P98089,|
PSB8_HUMAN Proteasome subunit beta type-8 OS=Homo sapiens GN=PSMB8 PE=1 SV=3,1515,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_P28062,K02740|
MUC5B_CHICK Mucin-5B OS=Gallus gallus GN=MUC5B PE=1 SV=1,1516,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Gallus,Gallus gallus,UniRef50_Q98UI9,|
APMAP_HUMAN Adipocyte plasma membrane-associated protein OS=Homo sapiens GN=APMAP PE=1 SV=2,1517,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_Q9HDC9,|
CASPE_HUMAN Caspase-14 OS=Homo sapiens GN=CASP14 PE=1 SV=2,1518,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_P31944,K04401|
CJ012_HUMAN Uncharacterized protein C10orf12 OS=Homo sapiens GN=C10orf12 PE=1 SV=1,1519,Eukaryota,Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens,UniRef50_Q8N655,|
MUL1A_DANRE Mitochondrial ubiquitin ligase activator of nfkb 1-A OS=Danio rerio GN=mul1a PE=2 SV=1,1520,Eukaryota,Metazoa,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Danio,Danio rerio,UniRef50_Q5M7X9,K15688|
MURA_BAUCH UDP-N-acetylglucosamine 1-carboxyvinyltransferase OS=Baumannia cicadellinicola subsp. Homalodisca coagulata GN=murA PE=3 SV=1,1521,Bacteria,unassigned,Proteobacteria,Gammaproteobacteria,unassigned,unassigned,unassigned,Candidatus Baumannia cicadellinicola,UniRef50_Q1LU57,K00790|
MURC_AGARV UDP-N-acetylmuramate--L-alanine ligase OS=Agathobacter rectalis (strain ATCC 33656 / DSM 3377 / JCM 17463 / KCTC 5835 / VPI 0990) GN=murC PE=3 SV=1,1522,Bacteria,unassigned,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium rectale,UniRef50_Q8R749,K01924|
MURD_LACAC UDP-N-acetylmuramoylalanine--D-glutamate ligase OS=Lactobacillus acidophilus (strain ATCC 700396 / NCK56 / N2 / NCFM) GN=murD PE=3 SV=1,1523,Bacteria,unassigned,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus acidophilus,UniRef50_Q5FKV3,K01925|
"MURE_BACV8 UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase OS=Bacteroides vulgatus (strain ATCC 8482 / DSM 1447 / JCM 5826 / NBRC 14291 / NCTC 11154) GN=murE PE=3 SV=1",1524,Bacteria,unassigned,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides vulgatus,UniRef50_Q8A254,K01928|
MURG_CHLPM UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase OS=Chlorobium phaeovibrioides (strain DSM 265 / 1930) GN=murG PE=3 SV=1,1525,Bacteria,unassigned,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,Chlorobium phaeovibrioides,UniRef50_Q8KGD4,K02563|
MURG_RHOCS UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase OS=Rhodospirillum centenum (strain ATCC 51521 / SW) GN=murG PE=3 SV=1,1526,Bacteria,unassigned,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillum,Rhodospirillum centenum,UniRef50_Q2RVU4,K02563|
MURG_RICCK UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase OS=Rickettsia canadensis (strain McKiel) GN=murG PE=3 SV=1,1527,Bacteria,unassigned,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,unassigned,UniRef50_Q9ZDC0,K02563|
MURG_SORC5 UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase OS=Sorangium cellulosum (strain So ce56) GN=murG PE=3 SV=1,1528,Bacteria,unassigned,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,UniRef50_A9FI55,K02563|
MURI_BEUC1 Glutamate racemase OS=Beutenbergia cavernae (strain ATCC BAA-8 / DSM 12333 / NBRC 16432) GN=murI PE=3 SV=1,1529,Bacteria,unassigned,Actinobacteria,Actinobacteria,Actinomycetales,Beutenbergiaceae,Beutenbergia,Beutenbergia cavernae,UniRef50_Q9XDZ7,K01776|
"MUTA_CAEEL Probable methylmalonyl-CoA mutase, mitochondrial OS=Caenorhabditis elegans GN=mmcm-1 PE=3 SV=2",1530,Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,Caenorhabditis elegans,UniRef50_Q23381,K01847|
